automatically_acquired,cas_number,needed,pair_id,status
False,7778-83-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-OLLPXZHNCXACMM-CMDGGOBGSA-N,not_satisfied
False,33426-60-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-ONNCZAPKYZWFHQ-UHFFFAOYSA-N,not_satisfied
False,1126-75-6,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-ONNUYWHIJSKABC-UHFFFAOYSA-N,not_satisfied
False,30434-54-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-OORIYKITSHAVJG-UHFFFAOYSA-N,not_satisfied
False,62183-87-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-OPKVPKXVSDEXOZ-UHFFFAOYSA-N,not_satisfied
False,629-33-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-OUGPMNMLWKSBRI-UHFFFAOYSA-N,not_satisfied
False,30673-60-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-OVFMRFMJVFDSAA-UHFFFAOYSA-N,not_satisfied
False,2806-84-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-OXGJKCALURPRCN-UHFFFAOYSA-N,not_satisfied
False,56206-39-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-OXVCHCDTOWTARD-UHFFFAOYSA-N,not_satisfied
False,756-02-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-OXYDHUPSYIQGAP-UHFFFAOYSA-N,not_satisfied
False,4030-17-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-OYPPRNFDAGPGBZ-UHFFFAOYSA-N,not_satisfied
False,502-44-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PAPBSGBWRJIAAV-UHFFFAOYSA-N,not_satisfied
False,620-11-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PBKYSIMDORTIEU-UHFFFAOYSA-N,not_satisfied
False,53398-83-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PCGACKLJNBBQGM-UHFFFAOYSA-N,not_satisfied
False,626-89-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PCWGTDULNUVNBN-UHFFFAOYSA-N,not_satisfied
False,4161-60-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PCYZZYAEGNVNMH-UHFFFAOYSA-N,not_satisfied
False,645-13-6,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PDLCCNYKIIUWHA-UHFFFAOYSA-N,not_satisfied
False,6143-30-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PGNNHYNYFLXKDZ-UHFFFAOYSA-N,not_satisfied
False,37689-19-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PHBGIFRCMRLXFK-UHFFFAOYSA-N,not_satisfied
False,33701-58-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,not_satisfied
False,62185-32-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PJXVVWKRCASATD-UHFFFAOYSA-N,not_satisfied
False,558-37-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PKXHXOTZMFCXSH-UHFFFAOYSA-N,not_satisfied
False,22502-03-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PLHCSZRZWOWUBW-UHFFFAOYSA-N,not_satisfied
False,25339-17-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PLLBRTOLHQQAQQ-UHFFFAOYSA-N,not_satisfied
False,111-76-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-POAOYUHQDCAZBD-UHFFFAOYSA-N,not_satisfied
False,1502-38-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-POCNHGFJLGYFIK-UHFFFAOYSA-N,not_satisfied
False,111-43-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-POLCUAVZOMRGSN-UHFFFAOYSA-N,not_satisfied
False,13019-19-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PPKIOOAEILEYAF-UHFFFAOYSA-N,not_satisfied
False,592-45-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PRBHEGAFLDMLAL-UHFFFAOYSA-N,not_satisfied
False,1117-41-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PRMAVUPVLGOONQ-JOWSBRCASA-N,not_satisfied
False,42123-66-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PSZBPDGPFVFTSW-UHFFFAOYSA-N,not_satisfied
False,13377-46-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PSZPCAFRANQPLS-UHFFFAOYSA-N,not_satisfied
False,24621-61-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PUPZLCDOIYMWBV-BYPYZUCNSA-N,not_satisfied
False,22414-68-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PVDIIWUJHVIZTK-UHFFFAOYSA-N,not_satisfied
False,2217-17-6,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PWYLDJLMYGOPSR-UHFFFAOYSA-N,not_satisfied
False,5732-97-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PXIPIYIAXWNZCU-UHFFFAOYSA-N,not_satisfied
False,5405-79-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-PYCHXHVFOZBVEY-UHFFFAOYSA-N,not_satisfied
False,59230-57-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QBCRVYRADYXNOW-UHFFFAOYSA-N,not_satisfied
False,502-41-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QCRFMSUKWRQZEM-UHFFFAOYSA-N,not_satisfied
False,19780-80-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QDOYJBSJTHIWKH-UHFFFAOYSA-N,not_satisfied
False,286-73-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QFNRBEUEKKYIGV-UHFFFAOYSA-N,not_satisfied
False,13019-22-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QGFSQVPRCWJZQK-UHFFFAOYSA-N,not_satisfied
False,68820-32-6,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QGNDNDFXCNBMKI-UHFFFAOYSA-N,not_satisfied
False,575-41-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QHJMFSMPSZREIF-UHFFFAOYSA-N,not_satisfied
False,62185-13-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QJVUKMHIEDVCDT-UHFFFAOYSA-N,not_satisfied
False,73003-76-6,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QJXVZKLQKPUDPW-UHFFFAOYSA-N,not_satisfied
False,13162-47-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QKTZBZWNADPFOL-UHFFFAOYSA-N,not_satisfied
False,13442-89-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QMLYOIJQQWWNKE-UHFFFAOYSA-N,not_satisfied
False,591-12-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QOTQFLOTGBBMEX-UHFFFAOYSA-N,not_satisfied
False,1758-10-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QPQBHWOKRGCIPA-UHFFFAOYSA-N,not_satisfied
False,713-95-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QRPLZGZHJABGRS-UHFFFAOYSA-N,not_satisfied
False,431-03-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QSJXEFYPDANLFS-UHFFFAOYSA-N,not_satisfied
False,131-17-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QUDWYFHPNIMBFC-UHFFFAOYSA-N,not_satisfied
False,13151-35-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QUYFPNWYGLFQQU-UHFFFAOYSA-N,not_satisfied
False,61868-60-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QVCSKDHUHWRVTA-UHFFFAOYSA-N,not_satisfied
False,21570-35-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QXPLZEKPCGUWEM-UHFFFAOYSA-N,not_satisfied
False,96446-43-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QYAOIOBFYSRSLB-WTNCMQEWSA-N,not_satisfied
False,62183-63-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-QYJKERUDQYOWRC-UHFFFAOYSA-N,not_satisfied
False,4687-77-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RAGGPHXESKFCRO-UHFFFAOYSA-N,not_satisfied
False,10524-70-6,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RAKYQWCHMSXUEG-UHFFFAOYSA-N,not_satisfied
False,6140-65-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RALDHUZFXJKFQB-UHFFFAOYSA-N,not_satisfied
False,650-42-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RCJOMOPNGOSMJU-UHFFFAOYSA-N,not_satisfied
False,5860-30-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RCURIBPJGNVYPF-ZZXKWVIFSA-N,not_satisfied
False,1124-78-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RDAFFINKUCJOJK-UHFFFAOYSA-N,not_satisfied
False,109485-61-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RDUBCTHNBWFPTP-UHFFFAOYSA-N,not_satisfied
False,623-55-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RGCZULIFYUPTAR-UHFFFAOYSA-N,not_satisfied
False,34949-22-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RHSLWHLBYFOBAF-UHFFFAOYSA-N,not_satisfied
False,13475-81-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RMQHJMMCLSJULX-UHFFFAOYSA-N,not_satisfied
False,54532-97-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RMSGQZDGSZOJMU-UHFFFAOYSA-N,not_satisfied
False,109-49-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RNDVGJZUHCKENF-UHFFFAOYSA-N,not_satisfied
False,108-28-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RNYZJZKPGHQTJR-UHFFFAOYSA-N,not_satisfied
False,141-06-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-ROJKPKOYARNFNB-UHFFFAOYSA-N,not_satisfied
False,6714-00-7,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RTYRONIMTRDBLT-UHFFFAOYSA-N,not_satisfied
False,17123-60-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RXPIKCXXXVLDLD-UHFFFAOYSA-N,not_satisfied
False,76089-59-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RYLMKTLFCIGRQD-UHFFFAOYSA-N,not_satisfied
False,66576-70-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RYYMZRUXQWULCT-UHFFFAOYSA-N,not_satisfied
False,589-82-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RZKSECIXORKHQS-UHFFFAOYSA-N,not_satisfied
False,53082-57-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-RZWMDOQSXWAAMC-UHFFFAOYSA-N,not_satisfied
False,1005-68-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SAVJAOISDXUPNK-UHFFFAOYSA-N,not_satisfied
False,61869-03-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SBWMIVQVGGUMCE-UHFFFAOYSA-N,not_satisfied
False,99-84-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SCWPFSIZUZUCCE-UHFFFAOYSA-N,not_satisfied
False,4830-99-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SECAQUZEXAHWBA-UHFFFAOYSA-N,not_satisfied
False,2216-33-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SEEOMASXHIJCDV-UHFFFAOYSA-N,not_satisfied
False,6077-72-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SHEINYPABNPRPM-UHFFFAOYSA-N,not_satisfied
False,4435-58-9,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SHRBLGWQGLJAOG-UHFFFAOYSA-N,not_satisfied
False,66576-22-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SLBLSROGXMXPPF-UHFFFAOYSA-N,not_satisfied
False,1679-00-1,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SMAKEJNOUFLEEJ-UHFFFAOYSA-N,not_satisfied
False,149-31-5,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SPXWGAHNKXLXAP-UHFFFAOYSA-N,not_satisfied
False,66324-47-8,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SRCQYSQCKOUHTG-UHFFFAOYSA-N,not_satisfied
False,1795-16-0,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-STWFZICHPLEOIC-UHFFFAOYSA-N,not_satisfied
False,4864-61-3,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-STZUZYMKSMSTOU-UHFFFAOYSA-N,not_satisfied
False,62199-10-4,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SUDWTPMZYLBGKW-UHFFFAOYSA-N,not_satisfied
False,6570-87-2,"[""mixture_caloric_and_phase_validation"",""thermal_decomposition_and_air_reactions"",""porous_delivery_and_residue"",""injection_heat_transfer_coupling"",""procurement_and_hardware_safety""]",water-SVJNECJVNWTYQG-UHFFFAOYSA-N,not_satisfied
