after_best_ratio,after_qualification,before_best_ratio,before_qualification,change,changed_fields,pair_id
0.9999458248399531,no_sampled_paired_gain,0.9999458248399531,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-NKDDWNXOKDWJAK-UHFFFAOYSA-N
0.9999577160333873,no_sampled_paired_gain,0.9999577160333873,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-OKKJLVBELUTLKV-UHFFFAOYSA-N
0.9999726007792185,no_sampled_paired_gain,0.9999726007792185,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-PHTQWCKDNZKARW-UHFFFAOYSA-N
0.999955384363421,no_sampled_paired_gain,0.999955384363421,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-POAOYUHQDCAZBD-UHFFFAOYSA-N
1.0687476988060276,local_model_hypothesis_requires_validation,1.0687476988060276,local_model_hypothesis_requires_validation,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-RTZKZFJDLAIYFH-UHFFFAOYSA-N
,no_eligible_paired_states,,no_eligible_paired_states,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-RWGFKTVRMDUZSP-UHFFFAOYSA-N
0.9999361779073502,no_sampled_paired_gain,0.9999361779073502,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-RYHBNJHYFVUHQT-UHFFFAOYSA-N
0.9999508510053544,no_sampled_paired_gain,0.9999508510053544,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-SHOJXDKTYKFBRD-UHFFFAOYSA-N
0.9999602995428322,no_sampled_paired_gain,0.9999602995428322,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-SWXVUIWOUIDPGS-UHFFFAOYSA-N
0.999956435836933,no_sampled_paired_gain,0.999956435836933,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-WVDDGKGOMKODPV-UHFFFAOYSA-N
1.0150818838444806,local_model_hypothesis_requires_validation,1.0150818838444806,local_model_hypothesis_requires_validation,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-WYURNTSHIVDZCO-UHFFFAOYSA-N
0.9999490000851984,no_sampled_paired_gain,0.9999490000851984,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-XEKOWRVHYACXOJ-UHFFFAOYSA-N
0.9999457157105889,no_sampled_paired_gain,0.9999457157105889,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N
0.9999755977468608,no_sampled_paired_gain,0.9999755977468608,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N
0.9999517777007639,no_sampled_paired_gain,0.9999517777007639,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N
0.9999723271707464,no_sampled_paired_gain,0.9999723271707464,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N
